numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs
14,2,1,2,203.0,45.0,14.5,74.0,16.0,5.28571,129.0,38.0,9.21429,178.857,20.4771,14,1,2,14,28,0,8,0,116.0,8.0,12,4,1,0.0,6,61.0,29.0,0
31,5,0,4,2965.0,768.0,95.6452,2272.0,442.0,73.2903,693.0,619.0,22.3548,239.143,75.5909,11,1,1,11,66,0,30,0,246.0,12.0,33,19,5,0.0,5,78.0,59.0,4
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.714,0.0,7,2,4,3,28,0,3,1,30.0,8.0,19,3,0,0.0,5,18.0,10.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,3,1,2,1,21,1,1,0,44.0,7.0,7,0,1,0.0,5,26.0,13.0,1
9,1,0,5,52.0,15.0,5.77778,25.0,9.0,2.77778,27.0,8.0,3.0,239.143,42.8819,5,2,1,4,28,0,2,9,45.0,8.0,10,2,1,0.0,5,26.0,19.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2857,0.0,6,1,2,4,28,0,0,0,262.0,8.0,7,0,7,0.0,1,101.0,66.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0.0,0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
5,0,0,1,60.0,28.0,12.0,2.0,1.0,0.4,58.0,28.0,11.6,125.0,0.22619,4,1,0,4,0,0,0,0,7.0,1.0,8,0,0,0.0,1,7.0,1.0,0
57,5,0,6,932.0,191.0,16.3509,314.0,30.0,5.50877,618.0,183.0,10.8421,239.143,82.1517,29,1,1,29,276,0,13,0,516.0,24.0,7,9,22,0.0,0,337.0,168.0,2
5,0,0,3,81.0,38.0,16.2,5.0,3.0,1.0,76.0,38.0,15.2,180.0,1.85891,7,1,7,0,6,4,2,0,14.0,4.0,10,2,0,0.0,2,4.0,5.0,1
8,0,0,1,101.0,86.0,12.625,15.0,10.0,1.875,86.0,76.0,10.75,155.0,90.215,11,1,5,8,190,3,4,0,97.0,20.0,7,2,0,0.0,4,37.0,36.0,0
3,0,0,2,4.0,2.0,1.33333,4.0,2.0,1.33333,0.0,0.0,0.0,159.0,76.4286,7,1,4,3,55,0,12,0,141.0,11.0,7,12,4,0.0,7,66.0,52.0,0
8,1,0,2,57.0,37.0,7.125,57.0,42.0,7.125,0.0,33.0,0.0,179.0,2.4787,0,1,0,0,0,1,0,0,3.0,1.0,11,0,0,0.0,1,1.0,1.0,0
13,0,0,1,646.0,285.0,49.6923,22.0,7.0,1.69231,624.0,285.0,48.0,125.857,6.21384,20,2,5,17,120,0,5,3,231.0,16.0,20,1,0,0.0,8,138.0,85.0,1
3,0,0,1,234.0,117.0,78.0,0.0,0.0,0.0,234.0,117.0,78.0,125.857,0.5,8,1,4,4,6,0,3,0,25.0,4.0,7,3,1,0.0,3,10.0,5.0,0
13,3,1,7,156.0,52.0,12.0,116.0,60.0,8.92308,40.0,23.0,3.07692,239.143,77.5147,11,2,0,11,3,0,5,0,54.0,3.0,15,5,0,0.0,2,27.0,19.0,1
14,0,0,6,139.0,33.0,9.92857,70.0,20.0,5.0,69.0,25.0,4.92857,239.143,64.4224,2,2,1,2,10,0,1,1,31.0,5.0,22,0,0,1.0,4,9.0,10.0,1
9,1,1,6,74.0,49.0,8.22222,102.0,50.0,11.3333,-28.0,0.0,-3.11111,239.143,12.5,1,1,1,0,6,0,6,0,15.0,4.0,15,4,0,0.0,4,4.0,4.0,0
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,162.143,51.1429,3,1,1,2,231,0,11,0,73.0,22.0,7,8,0,3.0,14,28.0,26.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0.0,2,1,0,2,1,0,0,0,26.0,2.0,9,0,0,0.0,2,18.0,2.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,2,1,0,2,1,0,0,0,6.0,2.0,9,0,0,0.0,2,8.0,2.0,0
9,2,0,5,82.0,68.0,9.11111,90.0,77.0,10.0,-8.0,1.0,-0.888889,239.143,13.6638,4,1,1,3,6,0,2,0,30.0,4.0,19,1,0,1.0,4,14.0,9.0,0
17,2,1,6,112.0,70.0,6.58824,135.0,86.0,7.94118,-23.0,4.0,-1.35294,239.143,24.6786,7,1,0,7,6,0,8,0,55.0,4.0,9,0,0,0.0,3,30.0,14.0,1
13,3,1,7,204.0,102.0,15.6923,160.0,118.0,12.3077,44.0,40.0,3.38462,239.143,28.458,6,1,1,5,10,0,3,1,54.0,5.0,27,3,1,0.0,4,22.0,10.0,0
2,0,0,1,10.0,10.0,5.0,0.0,0.0,0.0,10.0,10.0,5.0,40.8571,3.14286,6,1,0,6,3,0,0,0,15.0,3.0,9,0,1,0.0,2,14.0,3.0,0
2,0,0,1,7.0,7.0,3.5,1.0,1.0,0.5,6.0,6.0,3.0,81.0,14.0,0,1,0,0,0,0,25,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,1
18,0,0,5,143.0,93.0,7.94444,84.0,34.0,4.66667,59.0,59.0,3.27778,239.143,80.2717,0,2,0,0,0,0,62,3,0.0,0.0,12,1,0,61.0,0,0.0,0.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5714,0.0,1,1,0,1,1,0,0,0,7.0,2.0,9,0,0,0.0,2,3.0,2.0,0
14,2,0,2,312.0,136.0,22.2857,338.0,242.0,24.1429,-26.0,75.0,-1.85714,81.1429,11.4899,16,2,0,16,78,0,6,29,198.0,13.0,24,6,8,0.0,2,118.0,49.0,1
4,0,0,1,265.0,132.0,66.25,3.0,3.0,0.75,262.0,132.0,65.5,125.857,0.500809,17,1,1,17,6,0,3,0,89.0,4.0,10,3,0,0.0,4,59.0,18.0,0
3,1,0,1,14.0,13.0,4.66667,15.0,14.0,5.0,-1.0,0.0,-0.333333,162.143,22.3673,3,1,1,2,21,0,10,0,69.0,7.0,12,10,0,0.0,7,23.0,12.0,0
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,118.714,75.4286,5,2,2,4,15,0,1,2,25.0,6.0,27,1,0,0.0,2,16.0,12.0,0
19,1,0,6,126.0,32.0,6.63158,45.0,11.0,2.36842,81.0,27.0,4.26316,239.143,61.3379,6,1,5,2,66,3,1,0,39.0,12.0,10,0,0,0.0,12,18.0,15.0,1
16,1,0,5,500.0,170.0,31.25,233.0,106.0,14.5625,267.0,170.0,16.6875,239.143,62.1743,7,1,5,3,6,0,4,0,39.0,4.0,7,1,0,0.0,2,10.0,9.0,2
7,0,1,2,93.0,56.0,13.2857,42.0,22.0,6.0,51.0,34.0,7.28571,162.143,114.169,13,1,2,11,136,0,10,5,140.0,17.0,19,8,4,1.0,13,69.0,44.0,2
32,3,1,6,546.0,125.0,17.0625,546.0,122.0,17.0625,0.0,41.0,0.0,218.714,75.8618,26,1,6,21,406,0,8,0,430.0,29.0,23,3,8,0.0,11,199.0,109.0,4
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,1,1,1,0,0,0,0,0,0.0,1.0,7,0,0,0.0,1,1.0,0.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7,1,3,4,10,1,3,0,20.0,5.0,7,3,1,0.0,3,16.0,6.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,1,1,0,1,0,0,0,0,3.0,1.0,8,0,0,0.0,1,2.0,1.0,0
4,0,0,2,28.0,17.0,7.0,28.0,18.0,7.0,0.0,9.0,0.0,163.0,58.2398,5,1,1,4,15,1,3,0,83.0,6.0,10,0,2,3.0,4,35.0,24.0,1
7,1,0,3,211.0,95.0,30.1429,88.0,43.0,12.5714,123.0,95.0,17.5714,180.0,2.52539,3,2,2,1,1,0,0,2,8.0,2.0,27,0,0,0.0,0,3.0,3.0,0
15,1,0,6,151.0,74.0,10.0667,178.0,83.0,11.8667,-27.0,18.0,-1.8,239.143,36.4551,7,1,1,6,21,0,1,2,48.0,7.0,13,0,2,0.0,4,27.0,15.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0.0,2,1,0,2,1,0,0,0,15.0,2.0,9,0,0,0.0,2,10.0,2.0,0
12,0,0,3,305.0,92.0,25.4167,77.0,31.0,6.41667,228.0,92.0,19.0,180.0,9.5452,10,2,7,3,91,0,12,0,90.0,14.0,22,11,0,0.0,10,43.0,35.0,1
30,5,1,6,428.0,233.0,14.2667,425.0,266.0,14.1667,3.0,54.0,0.1,239.143,50.6575,18,3,2,17,153,0,1,18,103.0,18.0,111,0,0,1.0,7,44.0,22.0,2
12,2,1,5,149.0,94.0,12.4167,25.0,6.0,2.08333,124.0,93.0,10.3333,229.143,77.0153,21,1,21,0,28,0,12,0,30.0,8.0,7,7,0,0.0,8,8.0,8.0,0
4,0,0,1,41.0,15.0,10.25,29.0,14.0,7.25,12.0,8.0,3.0,42.0,10.446,15,3,3,12,21,0,4,0,117.0,7.0,45,4,0,0.0,5,42.0,49.0,1
2,0,0,1,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,162.143,51.1429,4,1,0,4,55,0,7,0,56.0,11.0,7,7,2,0.0,9,26.0,13.0,0
3,0,0,1,94.0,86.0,31.3333,8.0,7.0,2.66667,86.0,85.0,28.6667,162.143,28.8571,14,1,1,13,253,0,24,0,294.0,23.0,12,2,0,0.0,6,122.0,73.0,0
32,6,1,7,877.0,162.0,27.4062,813.0,331.0,25.4063,64.0,102.0,2.0,237.143,40.9471,26,1,19,7,153,0,4,0,257.0,18.0,7,0,4,0.0,11,128.0,72.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0.0,0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,2,1,0,2,1,0,0,0,6.0,2.0,9,0,0,0.0,2,8.0,2.0,0
2,0,0,1,3.0,3.0,1.5,1.0,1.0,0.5,2.0,2.0,1.0,27.2857,12.1429,0,2,0,0,0,0,17,3,0.0,0.0,12,3,0,14.0,0,0.0,0.0,0
11,0,0,2,775.0,360.0,70.4545,60.0,23.0,5.45455,715.0,360.0,65.0,180.0,3.36479,29,1,26,3,55,1,6,0,130.0,11.0,7,5,1,0.0,10,40.0,32.0,1
9,2,0,1,388.0,161.0,43.1111,343.0,134.0,38.1111,45.0,27.0,5.0,178.857,28.7121,8,1,4,4,36,0,2,0,186.0,9.0,7,2,2,0.0,7,51.0,46.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,0,1,0,0,0,1,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
10,0,0,2,35.0,7.0,3.5,23.0,5.0,2.3,12.0,7.0,1.2,162.143,32.0939,16,1,2,14,435,0,20,62,403.0,30.0,35,17,2,3.0,27,219.0,107.0,1
14,1,0,6,91.0,24.0,6.5,56.0,10.0,4.0,35.0,14.0,2.5,239.143,59.6986,5,2,4,3,21,1,1,1,28.0,7.0,22,0,0,1.0,7,14.0,10.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0.0,0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
12,1,0,4,1191.0,522.0,99.25,1243.0,542.0,103.583,-52.0,8.0,-4.33333,239.143,62.356,7,1,1,7,45,0,9,0,76.0,10.0,33,6,3,0.0,5,29.0,22.0,1
15,1,0,1,1146.0,550.0,76.4,127.0,51.0,8.46667,1019.0,550.0,67.9333,125.857,0.858639,34,1,19,18,528,0,14,1,252.0,33.0,32,14,0,0.0,32,114.0,60.0,2
6,1,0,1,310.0,154.0,51.6667,5.0,4.0,0.833333,305.0,154.0,50.8333,125.857,0.506912,17,1,1,17,6,0,4,0,97.0,4.0,10,4,0,0.0,4,72.0,15.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0.0,0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
9,1,1,6,29.0,8.0,3.22222,28.0,9.0,3.11111,1.0,5.0,0.111111,239.143,76.4384,2,1,2,0,0,2,1,0,0.0,1.0,19,1,0,0.0,0,1.0,0.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.714,0.0,4,2,2,3,6,0,1,1,13.0,4.0,16,0,0,1.0,3,7.0,4.0,0
2,0,0,1,10.0,10.0,5.0,0.0,0.0,0.0,10.0,10.0,5.0,40.8571,3.14286,6,1,0,6,3,0,0,0,15.0,3.0,9,0,1,0.0,2,14.0,3.0,0
9,1,0,3,383.0,177.0,42.5556,161.0,70.0,17.8889,222.0,177.0,24.6667,180.0,1.96792,5,2,2,3,10,0,1,2,17.0,5.0,27,1,0,0.0,1,10.0,6.0,0
16,1,0,6,139.0,71.0,8.6875,209.0,120.0,13.0625,-70.0,3.0,-4.375,239.143,49.0504,11,1,1,10,120,0,7,0,110.0,16.0,19,0,2,0.0,5,49.0,31.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,2,1,0,2,0,0,0,0,4.0,1.0,8,0,0,0.0,1,3.0,1.0,0
4,0,0,1,5.0,2.0,1.25,5.0,2.0,1.25,0.0,0.0,0.0,27.2857,11.0857,27,1,5,26,105,0,26,0,203.0,15.0,19,21,0,0.0,13,99.0,56.0,2
47,4,1,7,688.0,157.0,14.6383,575.0,161.0,12.234,113.0,46.0,2.40426,239.143,56.9778,25,1,11,17,153,0,5,0,159.0,18.0,12,5,0,0.0,7,73.0,52.0,1
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,4,1,0,4,1,0,0,0,11.0,2.0,9,0,0,0.0,2,11.0,2.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1429,0.0,1,1,0,1,0,0,0,0,3.0,1.0,8,0,0,0.0,1,2.0,1.0,0
11,0,1,2,454.0,210.0,41.2727,38.0,14.0,3.45455,416.0,210.0,37.8182,125.857,8.03398,19,1,0,19,78,0,8,0,124.0,13.0,17,6,3,0.0,10,85.0,30.0,3
5,0,0,1,982.0,489.0,196.4,3.0,2.0,0.6,979.0,489.0,195.8,125.857,0.532296,13,1,7,6,231,0,5,0,285.0,22.0,7,2,3,2.0,17,70.0,82.0,0
19,2,1,6,627.0,454.0,33.0,633.0,481.0,33.3158,-6.0,14.0,-0.315789,239.143,31.5443,16,1,1,16,171,0,10,0,289.0,19.0,14,8,7,0.0,10,137.0,64.0,0
13,0,0,3,415.0,162.0,31.9231,149.0,126.0,11.4615,266.0,162.0,20.4615,180.0,8.47401,9,2,2,8,21,0,1,1,63.0,7.0,13,1,1,0.0,4,41.0,28.0,2
6,0,1,2,281.0,139.0,46.8333,4.0,3.0,0.666667,277.0,139.0,46.1667,125.857,0.653279,0,2,0,0,0,0,76,3,0.0,0.0,12,1,0,74.0,0,0.0,0.0,0
9,0,0,1,51.0,19.0,5.66667,16.0,4.0,1.77778,35.0,19.0,3.88889,136.143,62.4594,13,1,1,12,21,0,8,0,100.0,7.0,9,8,2,0.0,5,45.0,30.0,0
4,0,0,2,33.0,21.0,8.25,29.0,19.0,7.25,4.0,13.0,1.0,163.0,57.4805,6,2,1,5,6,0,0,3,86.0,4.0,14,0,0,0.0,4,36.0,24.0,1
16,0,0,4,670.0,280.0,41.875,97.0,29.0,6.0625,573.0,280.0,35.8125,180.0,11.5712,15,1,1,14,78,2,4,0,210.0,13.0,17,1,0,0.0,2,107.0,67.0,2
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1429,0.0,0,1,0,0,0,0,0,0,0.0,0.0,7,0,0,0.0,0,0.0,0.0,0
20,2,0,6,161.0,50.0,8.05,122.0,60.0,6.1,39.0,24.0,1.95,239.143,75.8651,18,2,2,17,15,0,7,3,107.0,6.0,24,7,0,0.0,6,46.0,23.0,0
3,0,0,1,3.0,2.0,1.0,1.0,1.0,0.333333,2.0,1.0,0.666667,27.2857,12.1429,2,1,2,0,3,0,2,0,10.0,3.0,19,2,0,0.0,3,4.0,3.0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8571,0.0,2,1,0,2,1,0,0,0,15.0,2.0,9,0,0,0.0,2,10.0,2.0,0
